,Wizkid,Davido,Burnaboy
9782,"Few days ago some riffraffs called me a toxic Wizkid Fan 😂 

Bruh you will never find me arguing with anybody cos of Wizk…","Listen, Davido knows this business.

He lives it, he owns it. I'm continually inspired by him and his team.",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9783,Yes!!! Made In Lagos is GOLD 🌟 Wizkid did what he had to do! GOAT doings 🐐,2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9784,"My G.o.a.t is wizkid fucking balogun!!!

Elite reply 🔥🔥🔥 ", they don't believe in their self,"With over 150 Million streams on spotify, Outside by  is the fourth most streamed album in Africa on the platfo…"
9785,"Few days ago some riffraffs called me a toxic Wizkid Fan 😂 

Bruh you will never find me arguing with anybody cos of Wizk…","A Better Time &amp; A Good Time by Davido are both really good albums and you can’t make me choose one. it’s impossible, too many…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9786,"eu  🤝 novo álbum do Wizkid

",.’s “A Good Time” Album Has Hit 115 Million Plays On Audiomack.❤️,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9787,Ghetto love is Wizkid most underrated song and it one of his best songs.,"Beautiful people on twitter, here is my pen sketch of  which I drew last year.
Please retweet🙏🏾

CHEWOL silho…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9788,"Wizkid is breaking all the records they sets, but it only takes Wizkid to break his own records. 🐐 

These ni66az ain't…","While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…", King🦍❤
9789,"“Make I Sing For You La La Do Do” 🎵 ⭐️
MIL roma wizkid starboy ",when i listen to Davido it just clears my mind and puts me in such a good vibe 🤗,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9790,"Wizkid’s album Made in Lagos is so good that there is a song for every moment. Classic body of work  

I find my se…","Davido leaving London, UK after selling out the O2 Arena singlehandedly in 2019. The first African artist to achieve th…", Rock your body 💐
9791,"davido sold out the whole 20k seats, wizkid sold only 14k.

20 - 14 = 6 

use your number 6 before you compare davido to th…",One of my proudest moments ..... Davido’s entrance will go down in history as one of the most iconic Afrobeats moments ever…,The beginning of the most unprecedented run in modern Nigerian music.
9792,"Ariana Grande and NICKI MINAJ's ""Side to Side"" has now surpassed 1 billion streams on Spotify. It’s the first all-female…",Davido's o2 experience is still the best so far.,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9793,Ghetto love is Wizkid most underrated song and it one of his best songs.,Davido was the highlight of his 02 Arena Concert while Naira Marley was the highlight of Wizkid Starboy fest at 02 Arena.…,  (3 Albums) &amp;  (2 Albums)..
9794,"wizkid tried to sell out the O2 he couldn't sell it out completely, even after including alot of top Artistes.. out of 20…","Davido's Fastest Music Videos To Hit 1M On Youtube 
-FEM(7 Hours)
~BLOW MY MIND Ft  (10 Hours)
~JOWO(19 Hours)…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9795,"WORLDWIDE APPLE MUSIC TOP ALBUMS CHART:

47. Wizkid – MadeInLagos [+1]

EUROPEAN APPLE MUSIC TOP ALBUMS CHART:

48. Wizki…",❤️ WE MADE A MOVIE!!    , 🦍
9796,wizkid goes in,You can’t say you’re a part of Wizkid FC if you think love for Wizkid automatically means dislike/hate for Davido &amp; Burna…,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9797,"Imagine music without Wizkid in Africa or anywhere 😂😂is like riding a bicycle without back tyre 😂💔
Starboy✌",  Correct, 
9798,"Them: what are you using 

Me: 
made in Lagos in the morning
Made in Lagos in the afternoon 
Made in Lagos at night 

Try…","These Artistes wall drawing deserves a million RTS 🤯🔥 (A Thread)

1. Davido "," 😇Was listening to `heaven’s gate’ yesterday in the car,Burna vibe almost made me jump outta me car.… "
9799,Wizkid’s Made in Lagos is one those  albums you can listen to in any mood. A rare gem 💎,"While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9800,"Chidinma’s Emi Ni Baller Remix featuring Wizkid studio session(2013)
Wiz asked if there’d be a video for this song, so…","While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…",  Devil in California still remains one of Burna most not talked about track
9801,"Few days ago some riffraffs called me a toxic Wizkid Fan 😂 

Bruh you will never find me arguing with anybody cos of Wizk…",My nigga you didn't sold shiit...you even pay extra money for them to extend the time on the d day bcoz you couldn't s…,Three years ago  dropped this gem! And the rest they say is history . 
9802,Wizkid shut down O2 arena Twice back 2 back.. 2018 and 2019.. Just whisper to your fav artiste make him do am if e easy,".'s A Better Time Album Has Now Crossed 143 Million Streams On Audiomack
30BG",The beginning of the most unprecedented run in modern Nigerian music.
9803,"Varchester united top just once for this season dem go call ""Wizkid"" Dem no sabi say na Davido go later play 🤣🤣🤣
ManShu","While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9804,"Jammin' Beyoncé ft. SAINt JHN, Wizkid &amp; Blue Ivy Carter () () () - Brown Skin Girl
List… ","  I will follow only people who follow me , like and retweet my pinned tweet🖕",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9805,"Wandecoal please are we getting this song with wizkid on your upcoming EP?

I remember asking u 2yeara ago u said it will be i…",You can ask  ... Davido na Burnaboy big bro DavidoAtO2 ,Street of Africa by  in outside album still fucking hotter than FIRE outsiders
9806,"Few days ago some riffraffs called me a toxic Wizkid Fan 😂 

Bruh you will never find me arguing with anybody cos of Wizk…","While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…","Exactly 3 years ago today,  released Outside, the beginning of his great run of grammy nominated albums &amp; several r…"
9807,"Chidinma’s Emi Ni Baller Remix featuring Wizkid studio session(2013)
Wiz asked if there’d be a video for this song, so…","Just in :
The self acclaimed biggest african artist 
Davido with 6 US mainstream artist still flopped hard!!! 🤧",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9808,"Wizkid &amp; Wandecoal link up 🇬🇭

",2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…," Hello good morning
U can follow us on our IG 

Pls help me Rt ...08165980104
Cost of d bed .…"
9809,"Skepta : everything mad when i pull up with the goons, Ciroc boys ain’t f*ckin with Goose.

Wizkid: lai lai! 😂 …",  You're doing well. Keep it up,   Throwback: Younger  freestyles. 😤🦍 
9810,"“How you gonna win when you ain't right within?” Lauryn Hill 

“You can’t shine if you got hate in your heart” Wizkid…","Go make sense to see Wande Coal for the video. 🤣
Hope you no dull am?  ","Tonight,  welcomes Amy Poehler with music from ! "
9811,Wizkid leaked songs nah another person full album 😔,"We rise by lifting others 
                               Signed: "," Heaven is not in my reach, I'm knocking at your gate. I need a chance to show case what I got, open the door for me. Oluwa Burna🙇"
9812,"eu  🤝 novo álbum do Wizkid

",What A Better Time to post this Pencil drawing of Davido's latest album by  ,The beginning of the most unprecedented run in modern Nigerian music.
9813,"Wizkid’s album Made in Lagos is so good that there is a song for every moment. Classic body of work  

I find my se…","Are we looking at another movie from Davido, but this time with Mayorkun??

Wow! they are simply the best.
 …",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9814,Wizkid leaked songs nah another person full album 😔,when i listen to Davido it just clears my mind and puts me in such a good vibe 🤗,"3 years ago today,  released ""Outside"" album,
Delivered one of the biggest afrobeats song ever ""YE"".
What are y…"
9815,I use Apple Music to discover SoundMan Ep  WizkidFCHL,"While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9816,"Few days ago some riffraffs called me a toxic Wizkid Fan 😂 

Bruh you will never find me arguing with anybody cos of Wizk…",davido spent over £60k on visas and flights  just to get his people to his concert at the o2 Arena. he said even his cook w…,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9817,"Few days ago some riffraffs called me a toxic Wizkid Fan 😂 

Bruh you will never find me arguing with anybody cos of Wizk…","While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…"," was mad at her Bodyguard for not playing her favorite Outside song Ye !! 
Burnaboy 
Rihanna …"
9818,"Chidinma’s Emi Ni Baller Remix featuring Wizkid studio session(2013)
Wiz asked if there’d be a video for this song, so…",". is the only Afrobeats artiste in the top 10 best-selling artistes in Ghana's 🇬🇭 iTunes.  🔥
30BG ABT",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9819,"5 minutes into my kidnapping 

Me: Bros, Abeg which one sabi sing pass. Davido or Wizkid ? ","  I will follow only people who follow me , like and retweet my pinned tweet🖕"," was mad at her Bodyguard for not playing her favorite Outside song Ye !! 
Burnaboy 
Rihanna …"
9820,"Wizkid is breaking all the records they sets, but it only takes Wizkid to break his own records. 🐐 

These ni66az ain't…","These Artistes wall drawing deserves a million RTS 🤯🔥 (A Thread)

1. Davido ",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9821,“Grace” WizKid’s went extra distinctive with his flows which carries these euphonious melodies &amp; showcases his evoluti…,".’s Jowo Has Hit 14 Million Plays On Audiomack.

ABetterTime😈",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
9822,"Me: I'm addicted Wizkid Songs. How can I stop?

Therapist: You need to find True Love &amp; SMILE always 

Me: …","These Artistes wall drawing deserves a million RTS 🤯🔥 (A Thread)

1. Davido ",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
